Username,Tweet,Clean_Tweet,Sentiment_Score,Sentiment
user_4378,Don't see much difference between iPhone 15 and 16.,dont see much difference iphone,0.0,Neutral
user_2163,Don't see much difference between iPhone 15 and 16.,dont see much difference iphone,0.0,Neutral
user_8506,The new A18 chip in iPhone 16 is blazing fast.,new chip iphone blazing fast,0.0,Neutral
user_9328,Just unboxed my iPhone 16. It's beautiful!,unboxed iphone beautiful,0.5994,Positive
user_1137,iPhone 16 Pro Max is massive but amazing!,iphone pro max massive amazing,0.5859,Positive
user_5315,Just unboxed my iPhone 16. It's beautiful!,unboxed iphone beautiful,0.5994,Positive
user_6961,Upgraded to iPhone 16 from 13. Totally worth it.,upgraded iphone totally worth,0.2944,Positive
user_6577,Why did they remove the physical SIM slot in iPhone 16?,remove physical sim slot iphone,0.0,Neutral
user_5643,The speakers on iPhone 16 are really loud!,speakers iphone really loud,0.0,Neutral
user_8312,The new A18 chip in iPhone 16 is blazing fast.,new chip iphone blazing fast,0.0,Neutral
user_6987,Face ID works even in the dark. Impressed with iPhone 16!,face id works even dark impressed iphone,0.4767,Positive
user_8818,iPhone 16 is a game-changer. Love the new features!,iphone gamechanger love new features,0.6369,Positive
user_2469,Don't see much difference between iPhone 15 and 16.,dont see much difference iphone,0.0,Neutral
user_3435,Still deciding between iPhone 16 and Samsung S24.,still deciding iphone samsung,0.0,Neutral
user_2745,iPhone 16 is a game-changer. Love the new features!,iphone gamechanger love new features,0.6369,Positive
user_9039,Don't see much difference between iPhone 15 and 16.,dont see much difference iphone,0.0,Neutral
user_1933,Still deciding between iPhone 16 and Samsung S24.,still deciding iphone samsung,0.0,Neutral
user_1873,Upgraded to iPhone 16 from 13. Totally worth it.,upgraded iphone totally worth,0.2944,Positive
user_1931,iPhone 16 is a game-changer. Love the new features!,iphone gamechanger love new features,0.6369,Positive
user_8680,The new A18 chip in iPhone 16 is blazing fast.,new chip iphone blazing fast,0.0,Neutral
user_3647,Is it just me or is the iPhone 16 overheating?,iphone overheating,0.0,Neutral
user_2670,Dynamic Island feels more useful now on iPhone 16.,dynamic island feels useful iphone,0.6705,Positive
user_2880,Dropped my iPhone 16 already. RIP screen.,dropped iphone already rip screen,0.0,Neutral
user_1596,Not a fan of the new button layout on iPhone 16.,fan new button layout iphone,0.3182,Positive
user_8033,Battery drains faster than expected on iPhone 16.,battery drains faster expected iphone,0.0,Neutral
user_4959,Dynamic Island feels more useful now on iPhone 16.,dynamic island feels useful iphone,0.6705,Positive
user_6102,Don't see much difference between iPhone 15 and 16.,dont see much difference iphone,0.0,Neutral
user_3158,iPhone 16 is a game-changer. Love the new features!,iphone gamechanger love new features,0.6369,Positive
user_6685,Upgraded to iPhone 16 from 13. Totally worth it.,upgraded iphone totally worth,0.2944,Positive
user_1437,Pre-ordered the iPhone 16 and can't wait!,preordered iphone cant wait,0.0,Neutral
user_6126,The new A18 chip in iPhone 16 is blazing fast.,new chip iphone blazing fast,0.0,Neutral
user_1939,Still deciding between iPhone 16 and Samsung S24.,still deciding iphone samsung,0.0,Neutral
user_2956,iPhone 16 Night Mode camera is unreal.,iphone night mode camera unreal,0.0,Neutral
user_2744,The speakers on iPhone 16 are really loud!,speakers iphone really loud,0.0,Neutral
user_1588,Still deciding between iPhone 16 and Samsung S24.,still deciding iphone samsung,0.0,Neutral
user_7020,Just unboxed my iPhone 16. It's beautiful!,unboxed iphone beautiful,0.5994,Positive
user_1045,Wish the iPhone 16 came in more colors.,wish iphone came colors,0.4019,Positive
user_1350,iPhone 16 is a game-changer. Love the new features!,iphone gamechanger love new features,0.6369,Positive
user_4932,Just unboxed my iPhone 16. It's beautiful!,unboxed iphone beautiful,0.5994,Positive
user_5603,Too expensive. I'll skip iPhone 16 this year.,expensive ill skip iphone year,-0.4215,Negative
user_9472,Still deciding between iPhone 16 and Samsung S24.,still deciding iphone samsung,0.0,Neutral
user_5291,Dynamic Island feels more useful now on iPhone 16.,dynamic island feels useful iphone,0.6705,Positive
user_4924,Battery drains faster than expected on iPhone 16.,battery drains faster expected iphone,0.0,Neutral
user_9945,Why did they remove the physical SIM slot in iPhone 16?,remove physical sim slot iphone,0.0,Neutral
user_4536,Not a fan of the new button layout on iPhone 16.,fan new button layout iphone,0.3182,Positive
user_5380,iPhone 16 Night Mode camera is unreal.,iphone night mode camera unreal,0.0,Neutral
user_2951,The speakers on iPhone 16 are really loud!,speakers iphone really loud,0.0,Neutral
user_2244,iPhone 16 is a game-changer. Love the new features!,iphone gamechanger love new features,0.6369,Positive
user_5093,Dropped my iPhone 16 already. RIP screen.,dropped iphone already rip screen,0.0,Neutral
user_1318,Dynamic Island feels more useful now on iPhone 16.,dynamic island feels useful iphone,0.6705,Positive
user_6273,Wish the iPhone 16 came in more colors.,wish iphone came colors,0.4019,Positive
user_5803,Battery drains faster than expected on iPhone 16.,battery drains faster expected iphone,0.0,Neutral
user_5396,Don't see much difference between iPhone 15 and 16.,dont see much difference iphone,0.0,Neutral
user_5514,iPhone 16 Night Mode camera is unreal.,iphone night mode camera unreal,0.0,Neutral
user_4571,Still deciding between iPhone 16 and Samsung S24.,still deciding iphone samsung,0.0,Neutral
user_7050,Is it just me or is the iPhone 16 overheating?,iphone overheating,0.0,Neutral
user_8589,Dropped my iPhone 16 already. RIP screen.,dropped iphone already rip screen,0.0,Neutral
user_5654,Wish the iPhone 16 came in more colors.,wish iphone came colors,0.4019,Positive
user_6355,Wish the iPhone 16 came in more colors.,wish iphone came colors,0.4019,Positive
user_4681,Dropped my iPhone 16 already. RIP screen.,dropped iphone already rip screen,0.0,Neutral
user_6743,Why did they remove the physical SIM slot in iPhone 16?,remove physical sim slot iphone,0.0,Neutral
user_6409,Not a fan of the new button layout on iPhone 16.,fan new button layout iphone,0.3182,Positive
user_1911,Is it just me or is the iPhone 16 overheating?,iphone overheating,0.0,Neutral
user_8443,Pre-ordered the iPhone 16 and can't wait!,preordered iphone cant wait,0.0,Neutral
user_2918,Too expensive. I'll skip iPhone 16 this year.,expensive ill skip iphone year,-0.4215,Negative
user_9629,iPhone 16 Night Mode camera is unreal.,iphone night mode camera unreal,0.0,Neutral
user_5103,Just unboxed my iPhone 16. It's beautiful!,unboxed iphone beautiful,0.5994,Positive
user_9925,iPhone 16 Night Mode camera is unreal.,iphone night mode camera unreal,0.0,Neutral
user_6147,Wish the iPhone 16 came in more colors.,wish iphone came colors,0.4019,Positive
user_9546,Dynamic Island feels more useful now on iPhone 16.,dynamic island feels useful iphone,0.6705,Positive
user_9055,Face ID works even in the dark. Impressed with iPhone 16!,face id works even dark impressed iphone,0.4767,Positive
user_4103,The speakers on iPhone 16 are really loud!,speakers iphone really loud,0.0,Neutral
user_9883,Too expensive. I'll skip iPhone 16 this year.,expensive ill skip iphone year,-0.4215,Negative
user_2622,Not a fan of the new button layout on iPhone 16.,fan new button layout iphone,0.3182,Positive
user_7705,The speakers on iPhone 16 are really loud!,speakers iphone really loud,0.0,Neutral
user_7651,iPhone 16 is so fast it's scary.,iphone fast scary,-0.4939,Negative
user_9271,Too expensive. I'll skip iPhone 16 this year.,expensive ill skip iphone year,-0.4215,Negative
user_1407,Just unboxed my iPhone 16. It's beautiful!,unboxed iphone beautiful,0.5994,Positive
user_4111,Dynamic Island feels more useful now on iPhone 16.,dynamic island feels useful iphone,0.6705,Positive
user_9505,iPhone 16 Pro Max is massive but amazing!,iphone pro max massive amazing,0.5859,Positive
user_6615,Just unboxed my iPhone 16. It's beautiful!,unboxed iphone beautiful,0.5994,Positive
user_9235,The new A18 chip in iPhone 16 is blazing fast.,new chip iphone blazing fast,0.0,Neutral
user_4370,Too expensive. I'll skip iPhone 16 this year.,expensive ill skip iphone year,-0.4215,Negative
user_5377,Just unboxed my iPhone 16. It's beautiful!,unboxed iphone beautiful,0.5994,Positive
user_2599,Pre-ordered the iPhone 16 and can't wait!,preordered iphone cant wait,0.0,Neutral
user_8777,Battery drains faster than expected on iPhone 16.,battery drains faster expected iphone,0.0,Neutral
user_3438,iPhone 16 Night Mode camera is unreal.,iphone night mode camera unreal,0.0,Neutral
user_5076,Upgraded to iPhone 16 from 13. Totally worth it.,upgraded iphone totally worth,0.2944,Positive
user_1944,iPhone 16 Pro Max is massive but amazing!,iphone pro max massive amazing,0.5859,Positive
user_1070,The new A18 chip in iPhone 16 is blazing fast.,new chip iphone blazing fast,0.0,Neutral
user_7725,Upgraded to iPhone 16 from 13. Totally worth it.,upgraded iphone totally worth,0.2944,Positive
user_7207,Just unboxed my iPhone 16. It's beautiful!,unboxed iphone beautiful,0.5994,Positive
user_9873,Too expensive. I'll skip iPhone 16 this year.,expensive ill skip iphone year,-0.4215,Negative
user_7526,Dynamic Island feels more useful now on iPhone 16.,dynamic island feels useful iphone,0.6705,Positive
user_3304,Just unboxed my iPhone 16. It's beautiful!,unboxed iphone beautiful,0.5994,Positive
user_6256,Wish the iPhone 16 came in more colors.,wish iphone came colors,0.4019,Positive
user_8683,Dropped my iPhone 16 already. RIP screen.,dropped iphone already rip screen,0.0,Neutral
user_6541,Why did they remove the physical SIM slot in iPhone 16?,remove physical sim slot iphone,0.0,Neutral
user_8047,Wish the iPhone 16 came in more colors.,wish iphone came colors,0.4019,Positive
user_1552,Why did they remove the physical SIM slot in iPhone 16?,remove physical sim slot iphone,0.0,Neutral
user_6131,Dynamic Island feels more useful now on iPhone 16.,dynamic island feels useful iphone,0.6705,Positive
user_6224,Pre-ordered the iPhone 16 and can't wait!,preordered iphone cant wait,0.0,Neutral
user_7185,Dropped my iPhone 16 already. RIP screen.,dropped iphone already rip screen,0.0,Neutral
user_9289,iPhone 16 is a game-changer. Love the new features!,iphone gamechanger love new features,0.6369,Positive
user_2561,Upgraded to iPhone 16 from 13. Totally worth it.,upgraded iphone totally worth,0.2944,Positive
user_3632,Just unboxed my iPhone 16. It's beautiful!,unboxed iphone beautiful,0.5994,Positive
user_9728,Is it just me or is the iPhone 16 overheating?,iphone overheating,0.0,Neutral
user_9149,Is it just me or is the iPhone 16 overheating?,iphone overheating,0.0,Neutral
user_1648,iPhone 16 Night Mode camera is unreal.,iphone night mode camera unreal,0.0,Neutral
user_4594,Just unboxed my iPhone 16. It's beautiful!,unboxed iphone beautiful,0.5994,Positive
user_4247,The speakers on iPhone 16 are really loud!,speakers iphone really loud,0.0,Neutral
user_3817,iPhone 16 Pro Max is massive but amazing!,iphone pro max massive amazing,0.5859,Positive
user_7075,Still deciding between iPhone 16 and Samsung S24.,still deciding iphone samsung,0.0,Neutral
user_3143,Dropped my iPhone 16 already. RIP screen.,dropped iphone already rip screen,0.0,Neutral
user_6627,Still deciding between iPhone 16 and Samsung S24.,still deciding iphone samsung,0.0,Neutral
user_4148,Pre-ordered the iPhone 16 and can't wait!,preordered iphone cant wait,0.0,Neutral
user_1505,Battery drains faster than expected on iPhone 16.,battery drains faster expected iphone,0.0,Neutral
user_4231,Wish the iPhone 16 came in more colors.,wish iphone came colors,0.4019,Positive
user_2842,iPhone 16 Pro Max is massive but amazing!,iphone pro max massive amazing,0.5859,Positive
user_4297,Pre-ordered the iPhone 16 and can't wait!,preordered iphone cant wait,0.0,Neutral
user_9926,Upgraded to iPhone 16 from 13. Totally worth it.,upgraded iphone totally worth,0.2944,Positive
user_4657,iPhone 16 is so fast it's scary.,iphone fast scary,-0.4939,Negative
user_9509,Dynamic Island feels more useful now on iPhone 16.,dynamic island feels useful iphone,0.6705,Positive
user_8413,Dynamic Island feels more useful now on iPhone 16.,dynamic island feels useful iphone,0.6705,Positive
user_6444,The new A18 chip in iPhone 16 is blazing fast.,new chip iphone blazing fast,0.0,Neutral
user_2893,The speakers on iPhone 16 are really loud!,speakers iphone really loud,0.0,Neutral
user_1944,Face ID works even in the dark. Impressed with iPhone 16!,face id works even dark impressed iphone,0.4767,Positive
user_6350,Too expensive. I'll skip iPhone 16 this year.,expensive ill skip iphone year,-0.4215,Negative
user_3823,Wish the iPhone 16 came in more colors.,wish iphone came colors,0.4019,Positive
user_4322,iPhone 16 Pro Max is massive but amazing!,iphone pro max massive amazing,0.5859,Positive
user_9476,Don't see much difference between iPhone 15 and 16.,dont see much difference iphone,0.0,Neutral
user_5093,Still deciding between iPhone 16 and Samsung S24.,still deciding iphone samsung,0.0,Neutral
user_3878,The speakers on iPhone 16 are really loud!,speakers iphone really loud,0.0,Neutral
user_3185,Battery drains faster than expected on iPhone 16.,battery drains faster expected iphone,0.0,Neutral
user_8438,Face ID works even in the dark. Impressed with iPhone 16!,face id works even dark impressed iphone,0.4767,Positive
user_6199,iPhone 16 is a game-changer. Love the new features!,iphone gamechanger love new features,0.6369,Positive
user_5844,Not a fan of the new button layout on iPhone 16.,fan new button layout iphone,0.3182,Positive
user_8457,Just unboxed my iPhone 16. It's beautiful!,unboxed iphone beautiful,0.5994,Positive
user_1123,Still deciding between iPhone 16 and Samsung S24.,still deciding iphone samsung,0.0,Neutral
user_1325,Battery drains faster than expected on iPhone 16.,battery drains faster expected iphone,0.0,Neutral
user_2730,Not a fan of the new button layout on iPhone 16.,fan new button layout iphone,0.3182,Positive
user_8315,Is it just me or is the iPhone 16 overheating?,iphone overheating,0.0,Neutral
user_7016,The speakers on iPhone 16 are really loud!,speakers iphone really loud,0.0,Neutral
user_4314,Not a fan of the new button layout on iPhone 16.,fan new button layout iphone,0.3182,Positive
user_8226,Too expensive. I'll skip iPhone 16 this year.,expensive ill skip iphone year,-0.4215,Negative
user_8278,iPhone 16 Pro Max is massive but amazing!,iphone pro max massive amazing,0.5859,Positive
user_8676,Not a fan of the new button layout on iPhone 16.,fan new button layout iphone,0.3182,Positive
user_5111,Still deciding between iPhone 16 and Samsung S24.,still deciding iphone samsung,0.0,Neutral
user_4230,The speakers on iPhone 16 are really loud!,speakers iphone really loud,0.0,Neutral
user_5370,Upgraded to iPhone 16 from 13. Totally worth it.,upgraded iphone totally worth,0.2944,Positive
user_2924,iPhone 16 Night Mode camera is unreal.,iphone night mode camera unreal,0.0,Neutral
user_6236,iPhone 16 Night Mode camera is unreal.,iphone night mode camera unreal,0.0,Neutral
user_3109,iPhone 16 Pro Max is massive but amazing!,iphone pro max massive amazing,0.5859,Positive
user_2829,Why did they remove the physical SIM slot in iPhone 16?,remove physical sim slot iphone,0.0,Neutral
user_6241,Not a fan of the new button layout on iPhone 16.,fan new button layout iphone,0.3182,Positive
user_9172,iPhone 16 Night Mode camera is unreal.,iphone night mode camera unreal,0.0,Neutral
user_9590,Why did they remove the physical SIM slot in iPhone 16?,remove physical sim slot iphone,0.0,Neutral
user_9441,Still deciding between iPhone 16 and Samsung S24.,still deciding iphone samsung,0.0,Neutral
user_3800,Don't see much difference between iPhone 15 and 16.,dont see much difference iphone,0.0,Neutral
user_6611,Too expensive. I'll skip iPhone 16 this year.,expensive ill skip iphone year,-0.4215,Negative
user_5677,Dynamic Island feels more useful now on iPhone 16.,dynamic island feels useful iphone,0.6705,Positive
user_9955,Don't see much difference between iPhone 15 and 16.,dont see much difference iphone,0.0,Neutral
user_8987,Pre-ordered the iPhone 16 and can't wait!,preordered iphone cant wait,0.0,Neutral
user_5281,iPhone 16 is a game-changer. Love the new features!,iphone gamechanger love new features,0.6369,Positive
user_9333,Too expensive. I'll skip iPhone 16 this year.,expensive ill skip iphone year,-0.4215,Negative
user_2021,Not a fan of the new button layout on iPhone 16.,fan new button layout iphone,0.3182,Positive
user_9583,Battery drains faster than expected on iPhone 16.,battery drains faster expected iphone,0.0,Neutral
user_6770,Pre-ordered the iPhone 16 and can't wait!,preordered iphone cant wait,0.0,Neutral
user_1265,Upgraded to iPhone 16 from 13. Totally worth it.,upgraded iphone totally worth,0.2944,Positive
user_1071,Not a fan of the new button layout on iPhone 16.,fan new button layout iphone,0.3182,Positive
user_2915,Not a fan of the new button layout on iPhone 16.,fan new button layout iphone,0.3182,Positive
user_6316,The new A18 chip in iPhone 16 is blazing fast.,new chip iphone blazing fast,0.0,Neutral
user_2204,Is it just me or is the iPhone 16 overheating?,iphone overheating,0.0,Neutral
user_7881,Wish the iPhone 16 came in more colors.,wish iphone came colors,0.4019,Positive
user_8400,Battery drains faster than expected on iPhone 16.,battery drains faster expected iphone,0.0,Neutral
user_8343,The speakers on iPhone 16 are really loud!,speakers iphone really loud,0.0,Neutral
user_1253,Dropped my iPhone 16 already. RIP screen.,dropped iphone already rip screen,0.0,Neutral
user_9439,iPhone 16 is a game-changer. Love the new features!,iphone gamechanger love new features,0.6369,Positive
user_1457,Don't see much difference between iPhone 15 and 16.,dont see much difference iphone,0.0,Neutral
user_5404,iPhone 16 is so fast it's scary.,iphone fast scary,-0.4939,Negative
user_5268,Too expensive. I'll skip iPhone 16 this year.,expensive ill skip iphone year,-0.4215,Negative
user_7797,Just unboxed my iPhone 16. It's beautiful!,unboxed iphone beautiful,0.5994,Positive
user_6060,iPhone 16 Night Mode camera is unreal.,iphone night mode camera unreal,0.0,Neutral
user_8807,Not a fan of the new button layout on iPhone 16.,fan new button layout iphone,0.3182,Positive
user_4359,iPhone 16 is a game-changer. Love the new features!,iphone gamechanger love new features,0.6369,Positive
user_8391,Pre-ordered the iPhone 16 and can't wait!,preordered iphone cant wait,0.0,Neutral
user_4741,Face ID works even in the dark. Impressed with iPhone 16!,face id works even dark impressed iphone,0.4767,Positive
user_3688,iPhone 16 Night Mode camera is unreal.,iphone night mode camera unreal,0.0,Neutral
user_6652,Battery drains faster than expected on iPhone 16.,battery drains faster expected iphone,0.0,Neutral
user_3769,iPhone 16 Pro Max is massive but amazing!,iphone pro max massive amazing,0.5859,Positive
user_9540,iPhone 16 is so fast it's scary.,iphone fast scary,-0.4939,Negative
user_1830,iPhone 16 Night Mode camera is unreal.,iphone night mode camera unreal,0.0,Neutral
user_7446,Don't see much difference between iPhone 15 and 16.,dont see much difference iphone,0.0,Neutral
user_1321,iPhone 16 is a game-changer. Love the new features!,iphone gamechanger love new features,0.6369,Positive
user_3633,The new A18 chip in iPhone 16 is blazing fast.,new chip iphone blazing fast,0.0,Neutral
user_1206,Not a fan of the new button layout on iPhone 16.,fan new button layout iphone,0.3182,Positive
user_3346,Pre-ordered the iPhone 16 and can't wait!,preordered iphone cant wait,0.0,Neutral
user_7655,Just unboxed my iPhone 16. It's beautiful!,unboxed iphone beautiful,0.5994,Positive
user_2125,iPhone 16 is a game-changer. Love the new features!,iphone gamechanger love new features,0.6369,Positive
user_3071,Face ID works even in the dark. Impressed with iPhone 16!,face id works even dark impressed iphone,0.4767,Positive
user_5647,The speakers on iPhone 16 are really loud!,speakers iphone really loud,0.0,Neutral
user_4712,iPhone 16 Night Mode camera is unreal.,iphone night mode camera unreal,0.0,Neutral
user_4398,Don't see much difference between iPhone 15 and 16.,dont see much difference iphone,0.0,Neutral
user_3801,iPhone 16 Pro Max is massive but amazing!,iphone pro max massive amazing,0.5859,Positive
user_3598,Still deciding between iPhone 16 and Samsung S24.,still deciding iphone samsung,0.0,Neutral
user_9552,Just unboxed my iPhone 16. It's beautiful!,unboxed iphone beautiful,0.5994,Positive
user_7333,Pre-ordered the iPhone 16 and can't wait!,preordered iphone cant wait,0.0,Neutral
user_1993,Face ID works even in the dark. Impressed with iPhone 16!,face id works even dark impressed iphone,0.4767,Positive
user_3255,iPhone 16 is a game-changer. Love the new features!,iphone gamechanger love new features,0.6369,Positive
user_6150,iPhone 16 is so fast it's scary.,iphone fast scary,-0.4939,Negative
user_7479,Is it just me or is the iPhone 16 overheating?,iphone overheating,0.0,Neutral
user_5853,Pre-ordered the iPhone 16 and can't wait!,preordered iphone cant wait,0.0,Neutral
user_5425,Too expensive. I'll skip iPhone 16 this year.,expensive ill skip iphone year,-0.4215,Negative
user_1513,Too expensive. I'll skip iPhone 16 this year.,expensive ill skip iphone year,-0.4215,Negative
user_7129,Pre-ordered the iPhone 16 and can't wait!,preordered iphone cant wait,0.0,Neutral
user_8944,Too expensive. I'll skip iPhone 16 this year.,expensive ill skip iphone year,-0.4215,Negative
user_5236,iPhone 16 Night Mode camera is unreal.,iphone night mode camera unreal,0.0,Neutral
user_5244,The speakers on iPhone 16 are really loud!,speakers iphone really loud,0.0,Neutral
user_1911,iPhone 16 is a game-changer. Love the new features!,iphone gamechanger love new features,0.6369,Positive
user_8271,Why did they remove the physical SIM slot in iPhone 16?,remove physical sim slot iphone,0.0,Neutral
user_9793,Dropped my iPhone 16 already. RIP screen.,dropped iphone already rip screen,0.0,Neutral
user_4264,iPhone 16 is so fast it's scary.,iphone fast scary,-0.4939,Negative
user_3548,Still deciding between iPhone 16 and Samsung S24.,still deciding iphone samsung,0.0,Neutral
user_1121,Still deciding between iPhone 16 and Samsung S24.,still deciding iphone samsung,0.0,Neutral
user_1901,Pre-ordered the iPhone 16 and can't wait!,preordered iphone cant wait,0.0,Neutral
user_1177,Just unboxed my iPhone 16. It's beautiful!,unboxed iphone beautiful,0.5994,Positive
user_5232,Dropped my iPhone 16 already. RIP screen.,dropped iphone already rip screen,0.0,Neutral
user_3547,Don't see much difference between iPhone 15 and 16.,dont see much difference iphone,0.0,Neutral
user_5993,Is it just me or is the iPhone 16 overheating?,iphone overheating,0.0,Neutral
user_7286,Still deciding between iPhone 16 and Samsung S24.,still deciding iphone samsung,0.0,Neutral
user_9955,Upgraded to iPhone 16 from 13. Totally worth it.,upgraded iphone totally worth,0.2944,Positive
user_6851,Dynamic Island feels more useful now on iPhone 16.,dynamic island feels useful iphone,0.6705,Positive
user_8643,The new A18 chip in iPhone 16 is blazing fast.,new chip iphone blazing fast,0.0,Neutral
user_3194,iPhone 16 Pro Max is massive but amazing!,iphone pro max massive amazing,0.5859,Positive
user_6790,Pre-ordered the iPhone 16 and can't wait!,preordered iphone cant wait,0.0,Neutral
user_6373,Upgraded to iPhone 16 from 13. Totally worth it.,upgraded iphone totally worth,0.2944,Positive
user_1186,Upgraded to iPhone 16 from 13. Totally worth it.,upgraded iphone totally worth,0.2944,Positive
user_5652,iPhone 16 is so fast it's scary.,iphone fast scary,-0.4939,Negative
user_9126,iPhone 16 Night Mode camera is unreal.,iphone night mode camera unreal,0.0,Neutral
user_6041,Too expensive. I'll skip iPhone 16 this year.,expensive ill skip iphone year,-0.4215,Negative
user_2980,iPhone 16 is so fast it's scary.,iphone fast scary,-0.4939,Negative
user_1814,Upgraded to iPhone 16 from 13. Totally worth it.,upgraded iphone totally worth,0.2944,Positive
user_1819,Pre-ordered the iPhone 16 and can't wait!,preordered iphone cant wait,0.0,Neutral
user_9256,Battery drains faster than expected on iPhone 16.,battery drains faster expected iphone,0.0,Neutral
user_7114,Just unboxed my iPhone 16. It's beautiful!,unboxed iphone beautiful,0.5994,Positive
user_3763,Just unboxed my iPhone 16. It's beautiful!,unboxed iphone beautiful,0.5994,Positive
user_9174,Upgraded to iPhone 16 from 13. Totally worth it.,upgraded iphone totally worth,0.2944,Positive
user_8810,Is it just me or is the iPhone 16 overheating?,iphone overheating,0.0,Neutral
user_3494,Wish the iPhone 16 came in more colors.,wish iphone came colors,0.4019,Positive
user_7156,iPhone 16 Pro Max is massive but amazing!,iphone pro max massive amazing,0.5859,Positive
user_4436,iPhone 16 Pro Max is massive but amazing!,iphone pro max massive amazing,0.5859,Positive
user_4984,Dynamic Island feels more useful now on iPhone 16.,dynamic island feels useful iphone,0.6705,Positive
user_9995,Don't see much difference between iPhone 15 and 16.,dont see much difference iphone,0.0,Neutral
user_7056,Not a fan of the new button layout on iPhone 16.,fan new button layout iphone,0.3182,Positive
user_7372,Upgraded to iPhone 16 from 13. Totally worth it.,upgraded iphone totally worth,0.2944,Positive
user_4817,Battery drains faster than expected on iPhone 16.,battery drains faster expected iphone,0.0,Neutral
user_2904,Face ID works even in the dark. Impressed with iPhone 16!,face id works even dark impressed iphone,0.4767,Positive
user_1561,Face ID works even in the dark. Impressed with iPhone 16!,face id works even dark impressed iphone,0.4767,Positive
user_7864,iPhone 16 Night Mode camera is unreal.,iphone night mode camera unreal,0.0,Neutral
user_7433,Don't see much difference between iPhone 15 and 16.,dont see much difference iphone,0.0,Neutral
user_9637,Is it just me or is the iPhone 16 overheating?,iphone overheating,0.0,Neutral
user_9810,Not a fan of the new button layout on iPhone 16.,fan new button layout iphone,0.3182,Positive
user_4170,Don't see much difference between iPhone 15 and 16.,dont see much difference iphone,0.0,Neutral
user_7958,Still deciding between iPhone 16 and Samsung S24.,still deciding iphone samsung,0.0,Neutral
user_2475,Dynamic Island feels more useful now on iPhone 16.,dynamic island feels useful iphone,0.6705,Positive
user_3402,Battery drains faster than expected on iPhone 16.,battery drains faster expected iphone,0.0,Neutral
user_4988,iPhone 16 Night Mode camera is unreal.,iphone night mode camera unreal,0.0,Neutral
user_7625,Just unboxed my iPhone 16. It's beautiful!,unboxed iphone beautiful,0.5994,Positive
user_6259,iPhone 16 is so fast it's scary.,iphone fast scary,-0.4939,Negative
user_8196,iPhone 16 Pro Max is massive but amazing!,iphone pro max massive amazing,0.5859,Positive
user_3700,Dropped my iPhone 16 already. RIP screen.,dropped iphone already rip screen,0.0,Neutral
user_4784,Pre-ordered the iPhone 16 and can't wait!,preordered iphone cant wait,0.0,Neutral
user_8111,iPhone 16 is a game-changer. Love the new features!,iphone gamechanger love new features,0.6369,Positive
user_8930,iPhone 16 Pro Max is massive but amazing!,iphone pro max massive amazing,0.5859,Positive
user_5528,Is it just me or is the iPhone 16 overheating?,iphone overheating,0.0,Neutral
user_4837,iPhone 16 Night Mode camera is unreal.,iphone night mode camera unreal,0.0,Neutral
user_2700,Don't see much difference between iPhone 15 and 16.,dont see much difference iphone,0.0,Neutral
user_4285,The speakers on iPhone 16 are really loud!,speakers iphone really loud,0.0,Neutral
user_4468,iPhone 16 Pro Max is massive but amazing!,iphone pro max massive amazing,0.5859,Positive
user_1261,Just unboxed my iPhone 16. It's beautiful!,unboxed iphone beautiful,0.5994,Positive
user_2856,iPhone 16 Night Mode camera is unreal.,iphone night mode camera unreal,0.0,Neutral
user_4904,Battery drains faster than expected on iPhone 16.,battery drains faster expected iphone,0.0,Neutral
user_9246,Pre-ordered the iPhone 16 and can't wait!,preordered iphone cant wait,0.0,Neutral
user_7941,Is it just me or is the iPhone 16 overheating?,iphone overheating,0.0,Neutral
user_7585,Not a fan of the new button layout on iPhone 16.,fan new button layout iphone,0.3182,Positive
user_4009,Dynamic Island feels more useful now on iPhone 16.,dynamic island feels useful iphone,0.6705,Positive
user_5202,The new A18 chip in iPhone 16 is blazing fast.,new chip iphone blazing fast,0.0,Neutral
user_8110,iPhone 16 is so fast it's scary.,iphone fast scary,-0.4939,Negative
user_6867,Dynamic Island feels more useful now on iPhone 16.,dynamic island feels useful iphone,0.6705,Positive
user_5090,Pre-ordered the iPhone 16 and can't wait!,preordered iphone cant wait,0.0,Neutral
user_8284,iPhone 16 Night Mode camera is unreal.,iphone night mode camera unreal,0.0,Neutral
user_4525,Still deciding between iPhone 16 and Samsung S24.,still deciding iphone samsung,0.0,Neutral
user_1319,Pre-ordered the iPhone 16 and can't wait!,preordered iphone cant wait,0.0,Neutral
user_6166,Pre-ordered the iPhone 16 and can't wait!,preordered iphone cant wait,0.0,Neutral
user_1710,The new A18 chip in iPhone 16 is blazing fast.,new chip iphone blazing fast,0.0,Neutral
user_1030,iPhone 16 is a game-changer. Love the new features!,iphone gamechanger love new features,0.6369,Positive
user_8302,Dynamic Island feels more useful now on iPhone 16.,dynamic island feels useful iphone,0.6705,Positive
user_6954,Dynamic Island feels more useful now on iPhone 16.,dynamic island feels useful iphone,0.6705,Positive
user_7363,Still deciding between iPhone 16 and Samsung S24.,still deciding iphone samsung,0.0,Neutral
user_7809,Dropped my iPhone 16 already. RIP screen.,dropped iphone already rip screen,0.0,Neutral
user_8423,Just unboxed my iPhone 16. It's beautiful!,unboxed iphone beautiful,0.5994,Positive
